TAG,TX,TIME,X,Y,Z,FREQ,DIM,NBS,NCONSTRAINTS,PENALTY,GRADNRM,VARX,VARY,VARZ,COVXY,COVXZ,COVYZ
972006000226,972006000226,1619575200510,243127.5667289269,716034.2897949527,-82,432403931,2,4,4,0.20577435195446014,1.7675592545174368e-08,3.9756343364715576,5.3200788497924805,,-3.615793228149414,,
972006000310,972006000310,1619575200778,237718.5369258246,714784.4508364479,-49,432403931,2,6,6,3.10932993888855,6.178045186544523e-09,7.300823211669922,29.18658447265625,,-4.071855068206787,,
972006000144,972006000144,1619575200213,238175.00841429477,715271.3276395835,-73,432403931,2,4,4,1.4429292678833008,1.6843691996726307e-09,50.23154067993164,254.1533660888672,,-109.50051879882812,,
972006000025,972006000025,1619575200115,239717.68718896984,713917.8335135719,-55,432403931,2,5,5,11.056432723999023,1.797138793335762e-08,171.87913513183594,92.92074584960938,,85.96741485595703,,
972006000363,972006000363,1619575201091,240939.99156973916,714071.4649337365,-91,432403931,2,6,6,4.834856986999512,1.919890496582255e-10,3.6610889434814453,3.442446231842041,,-2.655155897140503,,
972006000161,972006000161,1619575201109,240434.42293551296,718167.6020237011,-67,432403931,2,6,6,1.3717279434204102,3.3965639190114416e-09,13.706242561340332,3.133368492126465,,-1.7824130058288574,,
972006000430,972006000430,1619575201497,243025.67654125614,714435.1406976763,-99,432403931,2,7,7,4.9140167236328125,4.5746628707377113e-10,1.6213124990463257,3.3036484718322754,,-0.5397021770477295,,
972006000238,972006000238,1619575202751,240667.97290365706,713754.1571974371,-80,432403931,2,4,4,0.703137218952179,1.514067093921767e-08,118.8522720336914,42.39034652709961,,-57.25113296508789,,
972006000423,972006000423,1619575202746,240307.72025094397,717355.9381134799,-76,432403931,2,6,6,4.426560401916504,1.7123316098377472e-08,4.064472675323486,2.063157558441162,,-1.5631134510040283,,
972006000241,972006000241,1619575203511,242576.92496272112,713082.3510497148,-102,432403931,2,5,5,5.036940574645996,5.1044213300599495e-09,10.196778297424316,11.34020709991455,,-2.675847053527832,,
972006000376,972006000376,1619575203577,237364.549926586,719987.0261541218,23,432403931,2,5,5,2.8774466514587402,6.462643198368312e-10,2946.0185546875,88.733154296875,,-137.25059509277344,,
972006000229,972006000229,1619575203105,236262.22767126138,716212.1976061187,-55,432403931,2,5,5,1.3945121765136719,2.391341125118629e-09,856.1083984375,168.7217559814453,,-373.2945861816406,,
972006000220,972006000220,1619575203758,242527.56431825843,718718.4749431987,28,432403931,2,5,5,3.0754282474517822,5.95203708542158e-09,24.181522369384766,48.918067932128906,,20.611051559448242,,
972006000167,972006000167,1619575203073,243343.58740150835,713304.5136772194,-106,432403931,2,5,5,4.465972423553467,8.926519245999742e-11,18.954364776611328,34.6833610534668,,-21.541046142578125,,
972006000425,972006000425,1619575203713,238283.96643699834,715304.2334557096,-74,432403931,2,6,6,2.758305072784424,2.4321561653550816e-08,10.21789264678955,29.04712677001953,,-15.5872220993042,,
